id,type,label,level,family,mention_count,title,career_dir,career_kind,chain,segment
job:O00181,job,上海 人力资源主管,中级,,,上海 人力资源主管,部署运维与技术支持,技术支持与解决方案,上游-核心零部件（激光雷达）,
job:O01203,job,机器视觉算法工程师,中级,,,机器视觉算法工程师,感知决策与控制算法,算法工程,,
job:O01920,job,上海 硬件工程师（机器人）,中级,,,上海 硬件工程师（机器人）,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02308,job,销售经理/总监（高职院校教育） (MJ000975),高级,,,销售经理/总监（高职院校教育） (MJ000975),感知决策与控制算法,视觉与多模态,,
job:O03138,job,Jumia电商运营,高级,,,Jumia电商运营,非技术支撑,产品与设计,下游,
job:O00580,job,C/C++工程师（机器人本体）,中级,,,C/C++工程师（机器人本体）,软件硬件与系统架构,软件与系统,,
job:O02502,job,湘潭 测试工程师（消费电子）,中级,,,湘潭 测试工程师（消费电子）,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01426,job,招聘专家,高级,,,招聘专家,感知决策与控制算法,算法工程,,
job:O07937,job,高级电机控制算法工程师,高级,,,高级电机控制算法工程师,感知决策与控制算法,算法工程,中游-整机,
job:O00237,job,上海 资产管理技术员,中级,,,上海 资产管理技术员,部署运维与技术支持,部署与运维,上游-核心零部件（激光雷达）,
job:O00236,job,杭州 资产管理技术员,中级,,,杭州 资产管理技术员,部署运维与技术支持,部署与运维,上游-核心零部件（激光雷达）,
job:O03003,job,QPM,中级,,,QPM,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02828,job,数控软件高级工程师,高级,,,数控软件高级工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00389,job,平面设计（机器人行业）,中级,,,平面设计（机器人行业）,感知决策与控制算法,视觉与多模态,中游-整机制造+核心算法+上游-核心零部件,
job:O02425,job,PE工程师（LCM-VN）,高级,,,PE工程师（LCM-VN）,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01634,job,深圳 嵌入式软件工程师,中级,,,深圳 嵌入式软件工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02348,job,韩语EPM,高级,,,韩语EPM,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08186,job,采购工程师 （电机/关节结构）,中级,,,采购工程师 （电机/关节结构）,感知决策与控制算法,SLAM与控制,中游-整机制造(全尺寸双足人形机器人+四足机器狗)+核心关节,
job:O08011,job,端到端算法,高级,,,端到端算法,感知决策与控制算法,算法工程,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O00371,job,上海 高性能计算工程师,中级,,,上海 高性能计算工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O01360,job,机器人模型高级算法工程师,高级,,,机器人模型高级算法工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O00503,job,硬件测试工程师（pack/电芯/功率/硬件）,中级,,,硬件测试工程师（pack/电芯/功率/硬件）,软件硬件与系统架构,系统集成,中游-整机制造+核心算法+上游-核心零部件,
job:O08206,job,强化学习工程师(A44724),初级,,,强化学习工程师(A44724),感知决策与控制算法,算法工程,中游-整机制造(全尺寸双足人形机器人+四足机器狗)+核心关节,
job:O01657,job,上海 连锁门店内容获客经理,高级,,,上海 连锁门店内容获客经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02081,job,深圳 机械结构工程师,中级,,,深圳 机械结构工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03386,job,PQE主管,高级,,,PQE主管,软件硬件与系统架构,机械与结构,下游,
job:O01742,job,上海 审计合规总监,高级,,,上海 审计合规总监,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03280,job,绵阳 研发工程师-光学 （绵阳）,高级,,,绵阳 研发工程师-光学 （绵阳）,仿真测试与数据工程,仿真与数字孪生,下游,
job:O00563,job,嵌入式软件组负责人（人形机器人）,中级,,,嵌入式软件组负责人（人形机器人）,感知决策与控制算法,SLAM与控制,,
job:O01398,job,中间件工具链开发工程师,中级,,,中间件工具链开发工程师,软件硬件与系统架构,软件与系统,,
job:O01942,job,上海 【共创】ERP 实施工程师,中级,,,上海 【共创】ERP 实施工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O07990,job,生产主管,中级,,,生产主管,软件硬件与系统架构,机械与结构,中游（四足/双足机器人整机）+ 上游（具身智能大模型）,
job:O00864,job,SQE工程师,中级,,,SQE工程师,软件硬件与系统架构,硬件开发,,
job:O01639,job,深圳 BSP开发工程师,中级,,,深圳 BSP开发工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O00379,job,上海 高性能计算工程师,中级,,,上海 高性能计算工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O02468,job,QE工程师,高级,,,QE工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02590,job,微生物工程师,中级,,,微生物工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O07854,job,导航算法工程师（国企）,中级,,,导航算法工程师（国企）,感知决策与控制算法,算法工程,中游-整机制造+下游-场景应用,
job:O01072,job,项目经理（域控方向）,高级,,,项目经理（域控方向）,软件硬件与系统架构,硬件开发,,
job:O02805,job,FA工程师,中级,,,FA工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00380,job,上海 3D渲染工程师,中级,,,上海 3D渲染工程师,软件硬件与系统架构,软件与系统,上游-核心零部件（激光雷达）,
job:O02351,job,NPI经理,高级,,,NPI经理,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00345,job,上海 3D渲染工程师,中级,,,上海 3D渲染工程师,软件硬件与系统架构,软件与系统,上游-核心零部件（激光雷达）,
job:O01643,job,深圳 高级C++工程师,高级,,,深圳 高级C++工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01950,job,上海 结构首席专家,高级,,,上海 结构首席专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03348,job,财务BP,高级,,,财务BP,部署运维与技术支持,部署与运维,下游,
job:O01866,job,上海 韩国销售经理,高级,,,上海 韩国销售经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01913,job,上海 电机工程师,中级,,,上海 电机工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O08040,job,商务经理,高级,,,商务经理,部署运维与技术支持,技术支持与解决方案,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O07897,job,销售经理,高级,,,销售经理,仿真测试与数据工程,测试与验证,中游-整机制造+下游-场景应用,
job:O02020,job,上海 招聘总监,高级,,,上海 招聘总监,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02564,job,高级招聘专员,高级,,,高级招聘专员,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O07864,job,高级SLAM算法工程师(J10112),高级,,,高级SLAM算法工程师(J10112),感知决策与控制算法,算法工程,中游-整机制造+下游-场景应用,
job:O02948,job,品质经理,高级,,,品质经理,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02372,job,工艺工程师（灌胶）,高级,,,工艺工程师（灌胶）,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02044,job,北京 多模态大模型研究员,高级,,,北京 多模态大模型研究员,基础理论与前沿研究,基础与前沿研究,中游-整机+算法（软硬全栈）,
job:O01379,job,具身医疗销售经理,高级,,,具身医疗销售经理,软件硬件与系统架构,系统集成,,
job:O03283,job,运营商技术支持,中级,,,运营商技术支持,软件硬件与系统架构,软件与系统,下游,
job:O02586,job,电镀工程师,中级,,,电镀工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02021,job,上海 招聘专家,高级,,,上海 招聘专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02549,job,拓印工艺工程师,中级,,,拓印工艺工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02059,job,上海 多模态大模型研究员,高级,,,上海 多模态大模型研究员,基础理论与前沿研究,基础与前沿研究,中游-整机+算法（软硬全栈）,
job:O02750,job,品质经理,高级,,,品质经理,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O07856,job,导航算法专家(J10114),高级,,,导航算法专家(J10114),感知决策与控制算法,算法工程,中游-整机制造+下游-场景应用,
job:O08067,job,交付项目经理,高级,,,交付项目经理,仿真测试与数据工程,测试与验证,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O08108,job,高级机械结构工程师,高级,,,高级机械结构工程师,软件硬件与系统架构,硬件开发,中游-整机制造+上游-核心零部件,
job:O08204,job,结构SQE工程师(A199949),中级,,,结构SQE工程师(A199949),感知决策与控制算法,SLAM与控制,中游-整机制造(全尺寸双足人形机器人+四足机器狗)+核心关节,
job:O02413,job,PMO项目专员,中级,,,PMO项目专员,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01286,job,机械结构工程师,中级,,,机械结构工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01831,job,深圳 硬件工程师-数字,中级,,,深圳 硬件工程师-数字,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01787,job,上海 智元-云原生平台工程师,中级,,,上海 智元-云原生平台工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O02630,job,QC工程师,中级,,,QC工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03028,job,QE工程师,中级,,,QE工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O00831,job,运动控制算法专家（人形）,高级,,,运动控制算法专家（人形）,感知决策与控制算法,算法工程,,
job:O03200,job,包装工程师,中级,,,包装工程师,软件硬件与系统架构,机械与结构,下游,
job:O03251,job,绵阳 ELA高级工程师,高级,,,绵阳 ELA高级工程师,仿真测试与数据工程,测试与验证,下游,
job:O00519,job,设备工程师（固态电池）,中级,,,设备工程师（固态电池）,基础理论与前沿研究,基础与前沿研究,中游-整机制造+核心算法+上游-核心零部件,
job:O00514,job,制造业解决方案经理,高级,,,制造业解决方案经理,仿真测试与数据工程,测试与验证,中游-整机制造+核心算法+上游-核心零部件,
job:O02089,job,上海 招聘专家,高级,,,上海 招聘专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03010,job,高级光学设计工程师,高级,,,高级光学设计工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03547,job,产品项目经理,中级,,,产品项目经理,仿真测试与数据工程,测试与验证,上游-算力芯片,
job:O01287,job,售后备件管理工程师,中级,,,售后备件管理工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O07893,job,系统工程师(J10132),高级,,,系统工程师(J10132),感知决策与控制算法,SLAM与控制,中游-整机制造+下游-场景应用,
job:O07894,job,系统工程师(J10132),高级,,,系统工程师(J10132),感知决策与控制算法,SLAM与控制,中游-整机制造+下游-场景应用,
job:O07908,job,整机结构设计工程师(J10153),中级,,,整机结构设计工程师(J10153),软件硬件与系统架构,机械与结构,中游-整机制造+下游-场景应用,
job:O02058,job,上海 真机强化学习算法工程师,中级,,,上海 真机强化学习算法工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O02890,job,机械结构设计工程师,中级,,,机械结构设计工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01007,job,资深项目经理（数采项目经理）,高级,,,资深项目经理（数采项目经理）,感知决策与控制算法,视觉与多模态,,
job:O01030,job,FAE技术支持工程师（北京）,中级,,,FAE技术支持工程师（北京）,软件硬件与系统架构,软件与系统,,
job:O03317,job,应收专员(销售业财),中级,,,应收专员(销售业财),部署运维与技术支持,部署与运维,下游,
job:O00719,job,供应链计划经理,高级,,,供应链计划经理,部署运维与技术支持,部署与运维,,
job:O01345,job,机械结构工程师,中级,,,机械结构工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01463,job,法务,中级,,,法务,部署运维与技术支持,技术支持与解决方案,,
job:O00332,job,上海 标定算法工程师,中级,,,上海 标定算法工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O00440,job,电机硬件设计,中级,,,电机硬件设计,软件硬件与系统架构,硬件开发,中游-整机制造+核心算法+上游-核心零部件,
job:O00351,job,上海 标定算法工程师,中级,,,上海 标定算法工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O03273,job,绵阳 MNT机构设计工程师,高级,,,绵阳 MNT机构设计工程师,软件硬件与系统架构,软件与系统,下游,
job:O07997,job,BD经理（政府与产业合作方向）,高级,,,BD经理（政府与产业合作方向）,软件硬件与系统架构,软件与系统,中游（四足/双足机器人整机）+ 上游（具身智能大模型）,
job:O01640,job,深圳 本体研发总监,高级,,,深圳 本体研发总监,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01352,job,结构测试工程师,中级,,,结构测试工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O03257,job,绵阳 高级面板设计工程师,高级,,,绵阳 高级面板设计工程师,仿真测试与数据工程,测试与验证,下游,
job:O08129,job,嵌入式硬件工程师(J10007),中级,,,嵌入式硬件工程师(J10007),软件硬件与系统架构,硬件开发,中游-整机制造+上游-核心零部件,
job:O02321,job,PQM工程师,中级,,,PQM工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01437,job,Golang后台开发工程师,高级,,,Golang后台开发工程师,软件硬件与系统架构,机械与结构,,
job:O01252,job,数据采集员【石家庄】,中级,,,数据采集员【石家庄】,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O02985,job,HRIS,高级,,,HRIS,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08173,job,机器人B端销售,中级,,,机器人B端销售,部署运维与技术支持,部署与运维,中游-整机制造（特种轮足机器人）+下游-工业巡检/危化场景应用,
job:O01627,job,深圳 招聘经理/专家,高级,,,深圳 招聘经理/专家,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O08045,job,项目交付经理,高级,,,项目交付经理,部署运维与技术支持,部署与运维,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O07951,job,机械结构设计（机器人整机）,中级,,,机械结构设计（机器人整机）,软件硬件与系统架构,硬件开发,中游-整机,
job:O02125,job,上海 CRM 实施工程师,中级,,,上海 CRM 实施工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01346,job,NPI 测试工艺工程师,中级,,,NPI 测试工艺工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01708,job,上海 NVH工程师,中级,,,上海 NVH工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01276,job,HRSSC,中级,,,HRSSC,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O03011,job,光波导工艺工程师,初级,,,光波导工艺工程师,基础理论与前沿研究,基础与前沿研究,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O02647,job,机柜结构工程师（液冷）,中级,,,机柜结构工程师（液冷）,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01148,job,技术支持经理,高级,,,技术支持经理,软件硬件与系统架构,软件与系统,,
job:O00037,job,电机测试工程师,中级,,,电机测试工程师,感知决策与控制算法,SLAM与控制,上游-核心零部件（电机/驱动）,
job:O01910,job,深圳 电机控制算法工程师,中级,,,深圳 电机控制算法工程师,感知决策与控制算法,算法工程,中游-整机+算法（软硬全栈）,
job:O01275,job,HRSSC 专员,中级,,,HRSSC 专员,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O02096,job,上海 驱控算法/软件工程师,中级,,,上海 驱控算法/软件工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O08017,job,供应链运营经理,高级,,,供应链运营经理,感知决策与控制算法,算法工程,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O01864,job,上海 子公司财务经理,高级,,,上海 子公司财务经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03438,job,芯片运营采购工程师-北京,高级,,,芯片运营采购工程师-北京,仿真测试与数据工程,测试与验证,上游-算力芯片,
job:O01833,job,上海 机器人本体研发总监,高级,,,上海 机器人本体研发总监,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O00859,job,资深销售经理,高级,,,资深销售经理,非技术支撑,市场与销售,,
job:O01303,job,HRBP,中级,,,HRBP,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O02637,job,圆刀师傅,中级,,,圆刀师傅,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08008,job,电力行业销售总监（国网）,高级,,,电力行业销售总监（国网）,非技术支撑,市场与销售,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O07913,job,SLAM算法工程师（国企）,中级,,,SLAM算法工程师（国企）,感知决策与控制算法,算法工程,中游-整机制造+下游-场景应用,
job:O02639,job,越南 人力资源经理,高级,,,越南 人力资源经理,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03411,job,总账会计,高级,,,总账会计,非技术支撑,供应链与制造,上游-算力芯片,
job:O00215,job,上海 电机工程师,中级,,,上海 电机工程师,感知决策与控制算法,SLAM与控制,上游-核心零部件（激光雷达）,
job:O03388,job,IT项目经理,高级,,,IT项目经理,部署运维与技术支持,技术支持与解决方案,下游,
job:O00495,job,运动控制算法一号位/专家/工程师（机器人）,高级,,,运动控制算法一号位/专家/工程师（机器人）,感知决策与控制算法,算法工程,中游-整机制造+核心算法+上游-核心零部件,
job:O00192,job,上海 驱动器工程师,中级,,,上海 驱动器工程师,感知决策与控制算法,SLAM与控制,上游-核心零部件（激光雷达）,
job:O02907,job,CNC工程师,中级,,,CNC工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O01279,job,政府事务经理（项目申报）,中级,,,政府事务经理（项目申报）,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O08178,job,销售经理,高级,,,销售经理,部署运维与技术支持,部署与运维,中游-整机制造（特种轮足机器人）+下游-工业巡检/危化场景应用,
job:O01329,job,AI infra资深工程师,高级,,,AI infra资深工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01330,job,AI infra资深工程师,高级,,,AI infra资深工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O08118,job,机器人运动控制算法工程师,中级,,,机器人运动控制算法工程师,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件,
job:O08187,job,采购工程师（MRO）(A170137),中级,,,采购工程师（MRO）(A170137),感知决策与控制算法,SLAM与控制,中游-整机制造(全尺寸双足人形机器人+四足机器狗)+核心关节,
job:O08093,job,资深渠道销售经理,高级,,,资深渠道销售经理,部署运维与技术支持,部署与运维,中游-整机制造(AMR/无人叉车/具身智能机器人)+下游-半导体/电子/锂电/光伏/汽车/医药,
job:O00873,job,海外渠道经理,高级,,,海外渠道经理,部署运维与技术支持,部署与运维,,
job:O01606,job,上海 销售经理,高级,,,上海 销售经理,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03436,job,AI编译器工程师/专家,高级,,,AI编译器工程师/专家,软件硬件与系统架构,硬件开发,上游-算力芯片,
job:O03514,job,高性能计算专家（算子/编译器开发）,高级,,,高性能计算专家（算子/编译器开发）,软件硬件与系统架构,硬件开发,上游-算力芯片,
job:O03312,job,车载FAE工程师,高级,,,车载FAE工程师,仿真测试与数据工程,测试与验证,下游,
job:O01266,job,投资者关系,中级,,,投资者关系,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件(关节模组/灵巧手/驱动器)+中游-AI大模型,
job:O01877,job,上海 嵌入式软件工程师,中级,,,上海 嵌入式软件工程师,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O03331,job,预算分析专员,高级,,,预算分析专员,部署运维与技术支持,部署与运维,下游,
job:O03532,job,芯片后端工程师,高级,,,芯片后端工程师,软件硬件与系统架构,硬件开发,上游-算力芯片,
job:O02105,job,上海 机器人操作系统中间件Lead,高级,,,上海 机器人操作系统中间件Lead,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O08005,job,电机驱动工程师,中级,,,电机驱动工程师,感知决策与控制算法,算法工程,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O08121,job,机械工程师,中级,,,机械工程师,软件硬件与系统架构,硬件开发,中游-整机制造+上游-核心零部件,
job:O08006,job,电机驱动工程师,中级,,,电机驱动工程师,感知决策与控制算法,算法工程,中游-整机制造(四足机器人/轮足机器人/人形机器人)+下游-电力巡检/应急消防/警务安防,
job:O00578,job,供应链总监,高级,,,供应链总监,部署运维与技术支持,部署与运维,,
job:O00731,job,采购经理-IC方向,高级,,,采购经理-IC方向,部署运维与技术支持,技术支持与解决方案,,
job:O00177,job,上海 控制算法工程师,初级,,,上海 控制算法工程师,感知决策与控制算法,算法工程,上游-核心零部件（激光雷达）,
job:O00136,job,工艺工程师,初级,,,工艺工程师,软件硬件与系统架构,机械与结构,,
job:O08115,job,机器人控制算法专家,中级,,,机器人控制算法专家,感知决策与控制算法,算法工程,中游-整机制造+上游-核心零部件,
job:O03524,job,推理框架开发工程师,中级,,,推理框架开发工程师,感知决策与控制算法,算法工程,上游-算力芯片,
job:O02556,job,工艺工程师（光纤连接器）,中级,,,工艺工程师（光纤连接器）,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03166,job,PMC,中级,,,PMC,部署运维与技术支持,部署与运维,下游,
job:O02239,job,资金经理/总监,高级,,,资金经理/总监,非技术支撑,市场与销售,,
job:O03272,job,组织发展COE,高级,,,组织发展COE,仿真测试与数据工程,测试与验证,下游,
job:O03508,job,推理框架开发工程师,中级,,,推理框架开发工程师,感知决策与控制算法,算法工程,上游-算力芯片,
job:O01242,job,硬件专家/工程师,高级,,,硬件专家/工程师,感知决策与控制算法,算法工程,中游-AI大模型/算法平台（具身智能大模型/VLA）+中游-整机制造（智能机器人）,
job:O01459,job,嵌入式软件工程师,高级,,,嵌入式软件工程师,软件硬件与系统架构,软件与系统,,
job:O03481,job,BSP驱动开发工程师,高级,,,BSP驱动开发工程师,软件硬件与系统架构,软件与系统,上游-算力芯片,
job:O03506,job,ESL建模专家（杭州/南京）,高级,,,ESL建模专家（杭州/南京）,软件硬件与系统架构,硬件开发,上游-算力芯片,
job:O01904,job,上海 招聘专家（共创）,高级,,,上海 招聘专家（共创）,软件硬件与系统架构,软件与系统,中游-整机+算法（软硬全栈）,
job:O01820,job,深圳 硬件测试工程师,中级,,,深圳 硬件测试工程师,感知决策与控制算法,SLAM与控制,中游-整机+算法（软硬全栈）,
job:O02338,job,注塑工程师（光纤连接器）,中级,,,注塑工程师（光纤连接器）,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O08119,job,机械测试工程师(J10073),中级,,,机械测试工程师(J10073),软件硬件与系统架构,机械与结构,中游-整机制造+上游-核心零部件,
job:O03113,job,测试工程师,高级,,,测试工程师,仿真测试与数据工程,测试与验证,,
job:O03241,job,绵阳 分析测试高级工程师,高级,,,绵阳 分析测试高级工程师,仿真测试与数据工程,测试与验证,下游,
job:O03176,job,日本 開発,高级,,,日本 開発,软件硬件与系统架构,机械与结构,下游,
job:O02317,job,机械结构设计工程师,高级,,,机械结构设计工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O07953,job,机械结构设计工程师（机器人整机）,中级,,,机械结构设计工程师（机器人整机）,软件硬件与系统架构,硬件开发,中游-整机,
job:O02575,job,商务报价专员,初级,,,商务报价专员,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03173,job,涉外专利代理人,高级,,,涉外专利代理人,部署运维与技术支持,部署与运维,下游,
job:O02919,job,可靠度工程师,高级,,,可靠度工程师,软件硬件与系统架构,硬件开发,上游-核心零部件(六维力传感器/关节模组/灵巧手)+中游-整机组装(人形/四足机器人整机代工),
job:O03216,job,办公系统产品经理,高级,,,办公系统产品经理,部署运维与技术支持,技术支持与解决方案,下游,
job:O01044,job,土建经理,高级,,,土建经理,非技术支撑,供应链与制造,,
job:O00464,job,高级UX设计师（机器人）,高级,,,高级UX设计师（机器人）,感知决策与控制算法,视觉与多模态,中游-整机制造+核心算法+上游-核心零部件,
